road_id,vehicle_id,point_seq,timestamp,latitude,longitude,speed_kmph,distance_along_road_km,source
way/22827116,SIMV-22827116,155,2026-07-15T06:25:50,26.02841809230432,91.50539573430464,31.25,13.4569,simulated
way/22827116,SIMV-22827116,156,2026-07-15T06:26:00,26.02907230538437,91.50587000996265,31.25,13.5438,simulated
way/22827116,SIMV-22827116,157,2026-07-15T06:26:10,26.02972651846442,91.50634428562064,31.25,13.6306,simulated
way/22827116,SIMV-22827116,158,2026-07-15T06:26:20,26.030380731544472,91.50681856127865,31.25,13.7174,simulated
way/22827116,SIMV-22827116,159,2026-07-15T06:26:30,26.031034944624523,91.50729283693664,31.25,13.8042,simulated
way/22827116,SIMV-22827116,160,2026-07-15T06:26:40,26.031689157704577,91.50776711259464,31.25,13.891,simulated
way/22827116,SIMV-22827116,161,2026-07-15T06:26:50,26.03235652795547,91.5082177870491,31.25,13.9779,simulated
way/22827116,SIMV-22827116,162,2026-07-15T06:27:00,26.033029181763922,91.50865898391004,31.25,14.0647,simulated
way/22827116,SIMV-22827116,163,2026-07-15T06:27:10,26.03370183557237,91.50910018077097,31.25,14.1515,simulated
way/22827116,SIMV-22827116,164,2026-07-15T06:27:20,26.03437448938082,91.5095413776319,31.25,14.2383,simulated
way/22827116,SIMV-22827116,165,2026-07-15T06:27:30,26.03504714318927,91.50998257449284,31.25,14.3251,simulated
way/22827116,SIMV-22827116,166,2026-07-15T06:27:40,26.035719796997718,91.51042377135377,31.25,14.412,simulated
way/22827116,SIMV-22827116,167,2026-07-15T06:27:50,26.0363924178817,91.51086503866823,31.25,14.4988,simulated
way/22827116,SIMV-22827116,168,2026-07-15T06:28:00,26.037051796435687,91.51133035368625,31.25,14.5856,simulated
way/22827116,SIMV-22827116,169,2026-07-15T06:28:10,26.037710332933795,91.51179719842378,31.25,14.6724,simulated
way/22827116,SIMV-22827116,170,2026-07-15T06:28:20,26.038368861859247,91.51226406272554,31.25,14.7592,simulated
way/22827116,SIMV-22827116,171,2026-07-15T06:28:30,26.039027390784696,91.51273092702729,31.25,14.846,simulated
way/22827116,SIMV-22827116,172,2026-07-15T06:28:40,26.03968591971015,91.51319779132905,31.25,14.9329,simulated
way/22827116,SIMV-22827116,173,2026-07-15T06:28:50,26.040302046923323,91.51372792160366,31.25,15.0197,simulated
way/22827116,SIMV-22827116,174,2026-07-15T06:29:00,26.04089175798576,91.51429746640626,31.25,15.1065,simulated
way/22827116,SIMV-22827116,175,2026-07-15T06:29:10,26.0414814690482,91.51486701120888,31.25,15.1933,simulated
way/22827116,SIMV-22827116,176,2026-07-15T06:29:20,26.042071180110636,91.51543655601148,31.25,15.2801,simulated
way/22827116,SIMV-22827116,177,2026-07-15T06:29:30,26.04265410280517,91.516014592672,31.25,15.367,simulated
way/22827116,SIMV-22827116,178,2026-07-15T06:29:40,26.04323037999435,91.51660094247755,31.25,15.4538,simulated
way/22827116,SIMV-22827116,179,2026-07-15T06:29:50,26.04380665718353,91.51718729228313,31.25,15.5406,simulated
way/22827116,SIMV-22827116,180,2026-07-15T06:30:00,26.044382934372713,91.51777364208868,31.25,15.6274,simulated
way/22827116,SIMV-22827116,181,2026-07-15T06:30:10,26.044959211561896,91.51835999189424,31.25,15.7142,simulated
way/22827116,SIMV-22827116,182,2026-07-15T06:30:20,26.045535488751078,91.51894634169982,31.25,15.8011,simulated
way/22827116,SIMV-22827116,183,2026-07-15T06:30:30,26.04611176594026,91.51953269150538,31.25,15.8879,simulated
way/22827116,SIMV-22827116,184,2026-07-15T06:30:40,26.046688043129443,91.52011904131093,31.25,15.9747,simulated
way/22827116,SIMV-22827116,185,2026-07-15T06:30:50,26.047279554775308,91.52067474019239,31.25,16.0615,simulated
way/22827116,SIMV-22827116,186,2026-07-15T06:31:00,26.04803205062626,91.52090654733588,31.25,16.1483,simulated
way/22827116,SIMV-22827116,187,2026-07-15T06:31:10,26.04878454647722,91.52113835447936,31.25,16.2352,simulated
way/22827116,SIMV-22827116,188,2026-07-15T06:31:20,26.049537042328172,91.52137016162285,31.25,16.322,simulated
way/22827116,SIMV-22827116,189,2026-07-15T06:31:30,26.05028953817913,91.52160196876635,31.25,16.4088,simulated
way/22827116,SIMV-22827116,190,2026-07-15T06:31:40,26.051042034030083,91.52183377590983,31.25,16.4956,simulated
way/22827116,SIMV-22827116,191,2026-07-15T06:31:50,26.05179452988104,91.52206558305332,31.25,16.5824,simulated
way/22827116,SIMV-22827116,192,2026-07-15T06:32:00,26.052547025731993,91.5222973901968,31.25,16.6692,simulated
way/22827116,SIMV-22827116,193,2026-07-15T06:32:10,26.05329952158295,91.52252919734029,31.25,16.7561,simulated
way/22827116,SIMV-22827116,194,2026-07-15T06:32:20,26.054052017433904,91.52276100448377,31.25,16.8429,simulated
way/22827116,SIMV-22827116,195,2026-07-15T06:32:30,26.05480451328486,91.52299281162726,31.25,16.9297,simulated
way/22827116,SIMV-22827116,196,2026-07-15T06:32:40,26.05555291820196,91.52324025048159,31.25,17.0165,simulated
way/22827116,SIMV-22827116,197,2026-07-15T06:32:50,26.056299450557624,91.5234948445088,31.25,17.1033,simulated
way/22827116,SIMV-22827116,198,2026-07-15T06:33:00,26.057045982913287,91.52374943853602,31.25,17.1902,simulated
way/22827116,SIMV-22827116,199,2026-07-15T06:33:10,26.05779251526895,91.52400403256323,31.25,17.277,simulated
way/22827116,SIMV-22827116,200,2026-07-15T06:33:20,26.058539047624613,91.52425862659042,31.25,17.3638,simulated
way/22827116,SIMV-22827116,201,2026-07-15T06:33:30,26.059285579980276,91.52451322061764,31.25,17.4506,simulated
way/22827116,SIMV-22827116,202,2026-07-15T06:33:40,26.06003211233594,91.52476781464485,31.25,17.5374,simulated
way/22827116,SIMV-22827116,203,2026-07-15T06:33:50,26.060778644691602,91.52502240867206,31.25,17.6243,simulated
way/22827116,SIMV-22827116,204,2026-07-15T06:34:00,26.061525177047265,91.52527700269927,31.25,17.7111,simulated
way/22827116,SIMV-22827116,205,2026-07-15T06:34:10,26.062274054788332,91.52552291589939,31.25,17.7979,simulated
way/22827116,SIMV-22827116,206,2026-07-15T06:34:20,26.06302012286773,91.52577716361147,31.25,17.8847,simulated
way/22827116,SIMV-22827116,207,2026-07-15T06:34:30,26.063616261799222,91.52632034079535,31.25,17.9715,simulated
way/22827116,SIMV-22827116,208,2026-07-15T06:34:40,26.064101999882137,91.52700084157591,31.25,18.0584,simulated
way/22827116,SIMV-22827116,209,2026-07-15T06:34:50,26.064587737965052,91.52768134235647,31.25,18.1452,simulated
way/22827116,SIMV-22827116,210,2026-07-15T06:35:00,26.065073476047967,91.52836184313702,31.25,18.232,simulated
way/22827116,SIMV-22827116,211,2026-07-15T06:35:10,26.065559214130882,91.52904234391758,31.25,18.3188,simulated
way/22827116,SIMV-22827116,212,2026-07-15T06:35:20,26.066190510898274,91.52936139190206,31.25,18.4056,simulated
way/22827116,SIMV-22827116,213,2026-07-15T06:35:30,26.066970048050113,91.52931232786601,31.25,18.4924,simulated
way/22827116,SIMV-22827116,214,2026-07-15T06:35:40,26.067749585201952,91.52926326382995,31.25,18.5793,simulated
way/22827116,SIMV-22827116,215,2026-07-15T06:35:50,26.068529122353787,91.52921419979388,31.25,18.6661,simulated
way/22827116,SIMV-22827116,216,2026-07-15T06:36:00,26.06930926021672,91.52918740169542,31.25,18.7529,simulated
way/22827116,SIMV-22827116,217,2026-07-15T06:36:10,26.070088034585357,91.52923611231121,31.25,18.8397,simulated
way/22827116,SIMV-22827116,218,2026-07-15T06:36:20,26.07086671703182,91.52920652243388,31.25,18.9265,simulated
way/22827116,SIMV-22827116,219,2026-07-15T06:36:30,26.071644413778696,91.52912932498464,31.25,19.0134,simulated
way/22827116,SIMV-22827116,220,2026-07-15T06:36:40,26.072423133177768,91.52906695101669,31.25,19.1002,simulated
way/22827116,SIMV-22827116,221,2026-07-15T06:36:50,26.07320157402908,91.5290032909576,31.25,19.187,simulated
way/22827116,SIMV-22827116,222,2026-07-15T06:37:00,26.07396904956606,91.52910001996338,31.25,19.2738,simulated
way/22827116,SIMV-22827116,223,2026-07-15T06:37:10,26.07472214363605,91.52932936415334,31.25,19.3606,simulated
way/22827116,SIMV-22827116,224,2026-07-15T06:37:20,26.075481641755538,91.52953092319284,31.25,19.4475,simulated
way/22827116,SIMV-22827116,225,2026-07-15T06:37:30,26.076227252000223,91.52978576120012,31.25,19.5343,simulated
way/22827116,SIMV-22827116,226,2026-07-15T06:37:40,26.076963422829696,91.53007471898138,31.25,19.6211,simulated
way/22827116,SIMV-22827116,227,2026-07-15T06:37:50,26.077681903740807,91.53041498453727,31.25,19.7079,simulated
way/22827116,SIMV-22827116,228,2026-07-15T06:38:00,26.078400384651918,91.53075525009316,31.25,19.7947,simulated
way/22827116,SIMV-22827116,229,2026-07-15T06:38:10,26.079118865563032,91.53109551564906,31.25,19.8816,simulated
way/22827116,SIMV-22827116,230,2026-07-15T06:38:20,26.079837346474143,91.53143578120495,31.25,19.9684,simulated
way/22827116,SIMV-22827116,231,2026-07-15T06:38:30,26.080555422796795,91.5317770979253,31.25,20.0552,simulated
way/22827116,SIMV-22827116,232,2026-07-15T06:38:40,26.08127189239991,91.5321225890763,31.25,20.142,simulated
way/22827116,SIMV-22827116,233,2026-07-15T06:38:50,26.081988362003028,91.53246808022729,31.25,20.2288,simulated
way/22827116,SIMV-22827116,234,2026-07-15T06:39:00,26.082704831606144,91.53281357137828,31.25,20.3156,simulated
way/22827116,SIMV-22827116,235,2026-07-15T06:39:10,26.08343225599796,91.53312925598193,31.25,20.4025,simulated
