"metadata__project","metadata__problem_statement","metadata__prototype_corridor","metadata__data_sources","metadata__processing_notes","metadata__attribution__OpenStreetMap","metadata__attribution__Copernicus DEM","metadata__attribution__GSI","metadata__attribution__Rainfall","records__road_id","records__road_type","records__road_name","records__latitude","records__longitude","records__road_length_km","records__elevation_m","records__slope_deg","records__historical_landslide_count","records__nearest_landslide_distance_km","records__rainfall_24h_mm","records__rainfall_3d_mm","records__rainfall_7d_mm"
"","","","","","","","","","way/44645092","tertiary","null","26.240420109149053","91.81670775452218","7.14876924348648","54.92482827504476","1.1874340180876626","0","5.584","14.82","36.48","66.07"
"","","","","","","","","","way/44645149","tertiary","null","26.248340049399435","91.76797330269864","2.8565934487451266","52.73900369008382","1.524979686664386","0","5.69","11.97","30.53","58.86"
"","","","","","","","","","way/44645516","tertiary","null","26.24332765","91.75099775","0.0319172811882055","50.80712763468424","1.4292415883424012","1","4.181","11.97","30.53","58.86"
"","","","","","","","","","way/44645517","tertiary","null","26.238371280694416","91.74497017715164","1.6619008586571595","55.20792669998972","5.22422521907882","1","3.872","13.29","32.79","61.3"
"","","","","","","","","","way/44645518","tertiary","null","26.243805880746905","91.75277592628468","0.3438943842209373","51.85195570725661","3.294346106071568","1","4.331","11.97","30.53","58.86"
"","","","","","","","","","way/44645573","secondary","null","26.288668391826604","91.7554744985472","17.986347722588516","40.52232233683268","0.7283211822122966","0","5.678","18.26","40.93","65.1"
"","","","","","","","","","way/44645880","tertiary","null","26.223366774704285","91.71711599501654","2.0973853461532097","55.3585402170817","2.966356155793845","4","2.518","13.29","32.79","61.3"
"","","","","","","","","","way/44768595","primary","null","26.12470099397985","91.8167229035044","1.6132029140746436","63.45832290649414","1.9973947778813","4","2.443","8.9","26.14","54.58"
"","","","","","","","","","way/44768597","primary","Kalaguru Bishnuprasad Rabha Flyover","26.149735322937133","91.78535148377549","0.6589600437634884","56.3265730816385","2.2288993105223827","28","0.886","9.51","26.9","56.37"
"","","","","","","","","","way/44768600","primary","null","26.124684312453688","91.81653242222538","1.5864849127332674","63.53254374751338","1.842870615421053","4","2.462","8.9","26.14","54.58"
"","","","","","","","","","way/44892570","trunk","null","26.11814463797381","91.61463826216598","4.013911710633123","50.050137201944985","0.6778781821268743","0","7.647","6.53","18.77","49.17"
"","","","","","","","","","way/44892580","trunk","null","26.14706436801685","91.6465699623306","2.112667485867105","51.39269371032715","1.637764979373759","1","3.368","6.53","18.77","49.17"
"","","","","","","","","","way/44898808","tertiary","Pandu Kamakhya Road","26.169556115224434","91.69925085732652","3.047931311556232","130.72750930786134","6.5103676188832695","17","0.148","8.54","23.7","54.46"
"","","","","","","","","","way/44898849","tertiary","Pandu Road","26.165379869068328","91.68933025832648","1.5676436625804333","56.313540917855725","1.3497485499772195","14","1.022","8.54","23.7","54.46"
"","","","","","","","","","way/51188426","primary_link","null","26.17913105","91.81819205","0.0542618320458856","64.1896743774414","3.604000383019312","15","1.498","11.76","30.98","59.55"
"","","","","","","","","","way/51188427","primary_link","null","26.179126","91.81780175","0.036399762951036","65.1526362101237","1.741950192036637","17","1.478","11.76","30.98","59.55"
"","","","","","","","","","way/51188429","primary","Noonmati Flyover","26.180353862456144","91.81688085438869","0.3045972512356794","59.26596641540527","1.6185209982197173","17","1.313","11.76","30.98","59.55"
"","","","","","","","","","way/51188437","secondary","B. Baruah Road","26.18433357914868","91.7567371277615","0.0658802349897449","55.75056266784668","1.8841866845615327","39","0.808","12.03","31.71","62.66"
"","","","","","","","","","way/51188438","primary","Maniram Dewan Road","26.18354243029688","91.78478733746324","3.760079772849112","58.743432680765785","1.1048136618057671","28","0.783","12.03","31.71","62.66"
"","","","","","","","","","way/51188439","primary","null","26.179085290450622","91.81798281518572","0.0328465998075222","65.38647715250652","0.2775655729083924","16","1.491","11.76","30.98","59.55"
"","","","","","","","","","way/51188447","primary","null","26.18073329408371","91.74925005812052","0.3234851700251051","56.40875816345215","2.861661843550418","37","1.193","10.46","28.15","58.66"
"","","","","","","","","","way/51188915","secondary","null","26.15841949916101","91.73617845866174","0.5260554944112779","55.196579581812806","1.9084804176551573","35","0.89","10.46","28.15","58.66"
"","","","","","","","","","way/51188916","tertiary","null","26.148898315524747","91.73250914868194","0.7198894152644008","52.19166702270508","1.1894325609624534","33","0.328","10.28","27.84","58.21"
"","","","","","","","","","way/51188917","secondary","null","26.13363789062669","91.7226506893587","6.026576786814184","55.46382300059","0.7632535485500296","24","1.532","10.28","27.84","58.21"
"","","","","","","","","","way/51188919","secondary","Stadium Overbridge","26.18244466006767","91.75596897807904","0.3601176147391842","55.030944551740376","3.3473346716873014","39","0.688","12.03","31.71","62.66"
"","","","","","","","","","way/51188920","secondary","B. Baruah Road","26.17795899705977","91.75690985580049","0.6175836757447762","55.92192320390181","2.9952664199442816","42","0.391","12.03","31.71","62.66"
"","","","","","","","","","way/51188921","primary","null","26.178779231164395","91.74857988220738","0.4397986118139213","55.35983657836914","2.888837624026415","39","1.225","10.46","28.15","58.66"
"","","","","","","","","","way/51188922","secondary","null","26.16122693049834","91.74350064647328","0.71382204344628","54.56702239990234","3.004783107447882","40","1.274","10.46","28.15","58.66"
"","","","","","","","","","way/51188926","primary","null","26.18119491222032","91.74578265457548","0.134016037333015","56.05444145202637","2.1121290606903784","38","1.541","10.46","28.15","58.66"
"","","","","","","","","","way/51188929","tertiary","Hem Baruah Road","26.18494788395747","91.7408190981376","0.3797289555015152","61.18790544782366","0.9760558087207196","35","2.139","10.46","28.15","58.66"
"","","","","","","","","","way/51188930","tertiary","Ananda Ram Baruah Road","26.18739268600072","91.74621814542732","0.4078240141831278","58.19293390909831","3.713883713296912","36","1.79","10.46","28.15","58.66"
"","","","","","","","","","way/51188932","tertiary","Motilal Nehru Road","26.1856990811369","91.74432530319515","0.594649336509592","59.17928459530785","3.2304041188856383","37","1.853","10.46","28.15","58.66"
"","","","","","","","","","way/51188934","tertiary","null","26.18697990746036","91.74871445862436","0.2453057515135184","56.71595840454101","2.497186175581409","36","1.564","10.46","28.15","58.66"
"","","","","","","","","","way/51189484","tertiary","F.C. Road","26.19080434398239","91.75483934704437","0.4419569467343539","59.386667013168335","2.28733914641001","32","0.954","12.03","31.71","62.66"
"","","","","","","","","","way/51189492","tertiary","null","26.16304379586513","91.74148713349672","0.9676450159151576","53.13543510437012","1.5488622427173102","38","1.323","10.46","28.15","58.66"
"","","","","","","","","","way/51189498","secondary","null","26.163021163492907","91.73564007533008","1.1184351898528548","54.84617653871194","1.692375953710354","36","0.744","10.46","28.15","58.66"
"","","","","","","","","","way/51252535","secondary","null","26.12313495","91.748469","0.0234825873383342","52.92917060852051","3.959060274532216","19","0.668","10.28","27.84","58.21"
"","","","","","","","","","way/51252536","secondary","Lokhra Road","26.111621646047634","91.74956614312607","0.0133942002885249","58.28240966796875","1.299013541596346","14","0.836","10.28","27.84","58.21"
"","","","","","","","","","way/51252537","tertiary","Dakhingaon Road","26.12893588221716","91.75851419028574","3.1695115444906388","58.47982718149821","1.7522085379200116","21","0.939","9.51","26.9","56.37"
"","","","","","","","","","way/51252624","secondary","Bhetapara Rd","26.11425820018476","91.78775104620064","0.6474575232622641","59.66224355282991","1.2822427601104769","9","4.195","9.51","26.9","56.37"
"","","","","","","","","","way/51252625","secondary","null","26.11989105872692","91.78722105433252","0.6707601028450564","58.81124416987101","1.8928699587312536","10","3.589","9.51","26.9","56.37"
"","","","","","","","","","way/51252626","secondary","null","26.12304495","91.78699685","0.027252038701058","57.61172866821289","0.0","13","3.257","9.51","26.9","56.37"
"","","","","","","","","","way/51252627","secondary","Kahilipara Road","26.144393992159586","91.77052399249192","3.3147562068522785","60.40472628275553","1.386515980359032","29","0.7","9.51","26.9","56.37"
"","","","","","","","","","way/51252628","tertiary","null","26.146742396206943","91.75069306050202","2.0467042734045124","75.45266596476237","3.417446451241305","36","0.403","9.51","26.9","56.37"
"","","","","","","","","","way/51252630","secondary","Dr. RP Road","26.132556252586152","91.78594383639312","2.091189963341604","56.50755545298259","1.4231504211561794","13","2.269","9.51","26.9","56.37"
"","","","","","","","","","way/53216589","primary","null","26.234392586562187","92.09118498442712","3.0662479577347503","55.99262097676595","1.7144169959234703","0","10.403","17.92","41.83","67.67"
"","","","","","","","","","way/53216590","primary","Chamata Mayang Road","26.16830140598724","92.02999995708622","8.20203089094899","60.98175328572591","1.1440506422586054","1","1.855","10.63","27.39","50.59"
"","","","","","","","","","way/53216599","primary","Chamata Mayang Road","26.20126265","92.02153135","0.1367939740668114","52.10382334391276","7.640351947705985","0","5.574","22.35","51.07","80.46"
"","","","","","","","","","way/53216601","primary","Chamata Mayang Road","26.21210201634278","92.0273202570009","2.762464984701596","56.719939549764","1.9057869509685053","0","6.608","22.35","51.07","80.46"
"","","","","","","","","","way/53217184","tertiary","null","26.1049583818551","91.58980855728382","0.5511567744143384","49.87962646484375","1.374302073528337","0","10.526","4.65","16.45","51.74"
"","","","","","","","","","way/98720786","primary","G.N.B Road","26.18516848172317","91.76161388134648","0.9213938970426692","56.44224011898041","1.72456697801161","33","0.659","12.03","31.71","62.66"
"","","","","","","","","","way/98720787","primary","M.G. Road","26.180375904561817","91.7359164326268","1.938853620611311","56.33271547953288","2.896577003014567","34","1.968","10.46","28.15","58.66"
"","","","","","","","","","way/114812763","primary","Bishnu Ram Mehdi Flyover","26.17568701454682","91.7563736209242","0.2585878115445511","57.08393592834473","5.5844206193395225","41","0.517","12.03","31.71","62.66"
"","","","","","","","","","way/114812766","tertiary","null","26.17408482794668","91.73371550957852","0.5613322991017735","55.406948471069335","2.570024391943589","36","1.24","10.46","28.15","58.66"
"","","","","","","","","","way/114812768","tertiary","null","26.17422207278803","91.75857713038516","0.280180586468541","56.22195399891246","3.6764810630040032","42","0.347","12.03","31.71","62.66"
"","","","","","","","","","way/114812771","tertiary","null","26.17576252776372","91.73877572215376","0.5204798956881782","56.52623809011359","3.9827405797555895","38","1.671","10.46","28.15","58.66"
"","","","","","","","","","way/114812788","primary","null","26.1820589","91.74567535","0.0592637763710379","57.1498285929362","2.212983439444693","38","1.576","10.46","28.15","58.66"
"","","","","","","","","","way/114812790","tertiary","null","26.170351268245817","91.68377414774906","0.7365840437522271","53.68298163780799","1.771169924407383","15","1.42","8.54","23.7","54.46"
"","","","","","","","","","way/114812791","primary","Maligaon Flyover","26.15986291491626","91.70548555999262","2.3250398976365894","62.46640148162842","1.9219503449518955","19","0.348","10.46","28.15","58.66"
"","","","","","","","","","way/120130506","tertiary","Kalaguru Bishnu Rabha Path / Hockey Stadium Rd","26.120647530890373","91.77640230157616","2.2207460426612182","56.29091307322184","1.3220504490648213","14","2.883","9.51","26.9","56.37"
"","","","","","","","","","way/120130535","tertiary","Bishnu Rabha Path","26.120970589667216","91.79419438158682","1.058463654217405","60.473835816254486","2.523076234008012","9","3.707","9.51","26.9","56.37"
"","","","","","","","","","way/120487460","tertiary","Jayanagar Road","26.121082786341688","91.80579782981992","1.5551877298017978","59.53777860245615","1.2051769874562828","7","3.606","8.9","26.14","54.58"
"","","","","","","","","","way/121380522","tertiary_link","null","26.1228978","91.80406","0.0093116656042654","59.63397216796875","15.279267487751206","6","3.671","8.9","26.14","54.58"
"","","","","","","","","","way/122008081","secondary","Zoo Road Flyover","26.16871899681608","91.77873339353134","1.97158179596826","53.71350727081299","1.858473551260389","31","1.194","12.03","31.71","62.66"
"","","","","","","","","","way/122008093","tertiary","Railway Colony Road","26.17822204382896","91.7843322401834","1.248948740037549","57.41117078204488","1.754343969133794","31","0.291","12.03","31.71","62.66"
"","","","","","","","","","way/122008098","tertiary","null","26.129077516243303","91.77846276490868","1.6313436457304091","56.31828110558646","2.141853404006915","14","2.358","9.51","26.9","56.37"
"","","","","","","","","","way/122008106","tertiary","null","26.155555293015617","91.77699278864765","2.3897755129235034","58.96162357330322","2.2979230346368853","37","0.247","12.03","31.71","62.66"
"","","","","","","","","","way/122008126","secondary","Guwahati Medical College Road","26.16320855","91.76761425","0.0083088556467985","55.273223876953125","4.612672990999478","38","1.14","12.03","31.71","62.66"
"","","","","","","","","","way/122009488","tertiary","null","26.187985357524312","91.80151831792035","1.049774612189805","68.33274534013536","2.9804276351832413","28","0.138","11.76","30.98","59.55"
"","","","","","","","","","way/122026615","tertiary","null","26.131059521325867","91.69407043676183","3.272829174161344","65.18730659484864","2.6312811977803583","16","2.49","8.63","23.8","54.17"
"","","","","","","","","","way/122026617","tertiary","null","26.154013640970607","91.6919533626023","1.4335871292492193","51.336760151142975","1.1730924785916963","16","1.303","8.54","23.7","54.46"
"","","","","","","","","","way/122026632","tertiary","null","26.153907784151468","91.70353769305788","0.2017439213051383","54.98126268386841","2.1733674800188454","19","1.014","10.46","28.15","58.66"
"","","","","","","","","","way/122026634","tertiary","null","26.157755643096195","91.7018664980196","0.3461808463855565","58.17647376427284","2.6597835279163737","19","0.706","10.46","28.15","58.66"
"","","","","","","","","","way/122026653","tertiary","null","26.151256068269905","91.70017504804524","0.8701874494742872","53.65135020594443","1.4495407247197651","19","1.422","10.46","28.15","58.66"
"","","","","","","","","","way/122026677","tertiary","null","26.15474697583389","91.69649822769216","0.9471636151367148","54.11223278623639","2.174230337112608","17","1.31","8.54","23.7","54.46"
"","","","","","","","","","way/122026680","tertiary","null","26.14226246144712","91.68121952163688","1.974604284185432","55.192831166585286","2.359689613518855","13","1.482","8.63","23.8","54.17"
"","","","","","","","","","way/122026724","tertiary","null","26.14853501186356","91.6876247912638","0.3884229948773429","52.55818830217634","2.1920101280853164","16","1.154","8.63","23.8","54.17"
"","","","","","","","","","way/122026748","tertiary","null","26.155956306841457","91.70370473078876","0.4020315806345869","55.38452962239583","1.0202159018653167","19","0.81","10.46","28.15","58.66"
"","","","","","","","","","way/122026781","tertiary","null","26.15026944328588","91.6957987601892","0.1147775222992493","52.927693939208986","0.8938179883126477","17","1.735","8.54","23.7","54.46"
"","","","","","","","","","way/122027964","tertiary","Ariz Path","26.18623211437943","91.75695755325704","0.2314012153014331","53.65289772881402","1.5773021001933325","36","0.987","12.03","31.71","62.66"
"","","","","","","","","","way/122027969","tertiary","CK Agarwala Road","26.187113719022097","91.75568930959368","0.1926160306518053","55.2513861656189","1.7430222462022953","36","1.037","12.03","31.71","62.66"
"","","","","","","","","","way/122027972","primary","null","26.18899930231061","91.75013879855445","0.137276482165477","58.967515309651695","9.864057597887536","34","1.456","12.03","31.71","62.66"
"","","","","","","","","","way/122030738","tertiary","null","26.12038654697553","91.78792660287654","0.1508558072528954","58.91712461199079","0.8917673767472141","9","3.565","9.51","26.9","56.37"
"","","","","","","","","","way/122030739","tertiary","Hengerabari Rd","26.14933021741674","91.78788990178144","0.2663432749663784","56.44979934692383","2.6736321028065286","26","0.726","9.51","26.9","56.37"
"","","","","","","","","","way/122030746","tertiary","null","26.15001165","91.7891024","0.020607127798385","54.80912399291992","1.5800701711314094","28","0.591","12.03","31.71","62.66"
"","","","","","","","","","way/122030750","tertiary","null","26.12044835","91.7888968","0.0199833863613236","58.43450927734375","0.0","9","3.598","9.51","26.9","56.37"
"","","","","","","","","","way/122030754","primary_link","null","26.15076175706492","91.78404242826578","0.3529246057330885","56.42417584932768","2.887781152792737","29","0.749","12.03","31.71","62.66"
"","","","","","","","","","way/122030766","tertiary","null","26.163278786975457","91.75218786687692","0.9838822847113222","53.67237180822036","2.121476277195518","41","0.671","12.03","31.71","62.66"
"","","","","","","","","","way/122030770","tertiary","Hengerabari Road","26.15093625588708","91.79084991893345","0.3857700448603373","55.97285079956055","2.887318781525525","28","0.412","12.03","31.71","62.66"
"","","","","","","","","","way/122031554","secondary","Lal Ganesh Road","26.139408690803744","91.74986015008598","1.779370626710252","57.0528450012207","1.3890798852544337","33","0.555","10.28","27.84","58.21"
"","","","","","","","","","way/123891692","tertiary","null","26.120302602160983","91.6011331000202","4.200164354107163","48.86323719024658","0.6861653816267601","0","8.7","6.53","18.77","49.17"
"","","","","","","","","","way/123891693","tertiary","null","26.18751532095367","91.56176083383816","2.802569006719032","49.87261486053467","1.4612926823003654","0","12.231","6.29","19.44","52.01"
"","","","","","","","","","way/123891695","tertiary","null","26.12163358335762","91.68959716820332","1.500736179622329","53.651831773611214","1.7361454779314476","6","2.676","8.63","23.8","54.17"
"","","","","","","","","","way/123891706","secondary","null","26.20358194135057","91.73635774523072","1.464897077914289","56.67269279479981","2.317851728523618","20","2.816","13.29","32.79","61.3"
"","","","","","","","","","way/123891708","secondary","null","26.1331237697983","91.57391817417856","6.941923454250016","50.55260779062907","0.6268289509097256","0","10.779","4.65","16.45","51.74"
"","","","","","","","","","way/123891709","tertiary","null","26.21297557572841","91.7290178","2.974340067702812","55.43887526194255","1.9187970053839505","8","3.643","13.29","32.79","61.3"
"","","","","","","","","","way/123891716","tertiary","null","26.108504577343847","91.60622736404645","2.391972744912998","51.50902061462402","1.29780026562831","0","8.945","6.53","18.77","49.17"
"","","","","","","","","","way/129101834","tertiary","null","26.183509164909164","91.74701444596909","0.1867975158206148","54.46450328826904","1.5500257035095275","37","1.506","10.46","28.15","58.66"
"","","","","","","","","","way/135461184","trunk_link","null","26.157491575575943","91.6739027215671","0.039149123905985","51.09007263183594","1.7910757721329906","9","0.557","8.54","23.7","54.46"
"","","","","","","","","","way/144197013","tertiary","Lamb Road","26.18798743276809","91.75444834193216","0.6320165996337153","56.18608043504798","1.6325610190223578","36","1.094","12.03","31.71","62.66"
"","","","","","","","","","way/144197014","tertiary","Bhuban Road","26.191330774181296","91.75305396880913","0.7045856114528799","59.32707138061524","2.11316070589138","29","1.121","12.03","31.71","62.66"
"","","","","","","","","","way/144357674","primary","Tayabulla Road","26.18767374143265","91.75197098215088","0.4630741470489124","56.57449946683996","3.290866515093275","35","1.333","12.03","31.71","62.66"
"","","","","","","","","","way/157584895","primary","null","26.18301068354024","91.7455239171954","0.1492123991781323","56.20013745625814","3.081943232044609","38","1.624","10.46","28.15","58.66"
"","","","","","","","","","way/157584897","primary","null","26.189412602226103","91.75017994210133","0.0279468270101238","60.531599044799805","2.0528229922667207","34","1.441","12.03","31.71","62.66"
"","","","","","","","","","way/157584898","primary","null","26.183572404815084","91.73803715229106","1.2179611215616877","56.40361940293085","3.1522167561258096","34","2.356","10.46","28.15","58.66"
"","","","","","","","","","way/157586072","tertiary","null","26.165774601224744","91.71364347562118","2.694986999468911","141.29782638549804","6.678279316482053","24","0.046","10.46","28.15","58.66"
"","","","","","","","","","way/157587544","tertiary","null","26.178340714972244","91.74033095891846","0.533543198964486","56.601612291838","4.559708127748916","38","1.992","10.46","28.15","58.66"
