road_id,road_ref,road_type,road_name,latitude,longitude,road_length_km,elevation_m,slope_deg,terrain_sample_count
way/44641257,,secondary,,26.182404670139796,91.69072272518294,2.3325350838671035,53.896958096822104,2.613119757500571,60
way/44642944,NH17,trunk,,26.15753944421912,91.67267846490982,0.21754693995083454,51.520276387532554,3.593258697133741,9
way/44643106,,primary,,26.158192748903726,91.68130108180229,1.5135471820733244,51.76514266087459,1.2274653672165072,52
way/44643131,,primary,,26.158304353785848,91.68108270326464,1.491348599137081,51.57871358534869,1.0572095134639423,51
way/44643152,,primary,Assam Trunk Road Flyover,26.158978190454413,91.6913511366178,0.4836800129678239,53.46213743421767,1.0684757427050358,18
way/44643275,NH27,trunk,,26.113173523013675,91.73209664095323,1.3046381088901746,51.40985921223958,1.0787954572425957,45
way/44643283,NH27,trunk,,26.115683949999998,91.71937975,0.03703542075765754,50.42437998453776,0.9754427652390081,3
way/44643353,NH27,trunk,NH37,26.118471045735106,91.81751242993548,0.29277741928290985,69.464487249201,4.2720966556143285,11
way/44643354,NH27,trunk,,26.111747794911558,91.74547787974903,0.7005515390491512,56.70410385131836,1.1205309973687831,25
way/44643380,,primary,,26.119661186090195,91.82235692718781,0.1771431055746415,67.31986563546317,3.4879166788362763,7
way/44643397,,tertiary,,26.1189637803003,91.82060448097808,0.33685380173011314,69.2617319547213,5.532827390350234,13
way/44643404,,trunk_link,,26.11964539997617,91.82460140653724,0.10677676099966148,68.17780303955078,0.6815365689014227,5
way/44644201,,tertiary,,26.121164943341995,91.81679315842834,0.6235324276171924,65.37625139409846,1.6628487751411474,22
way/44644259,,tertiary,Ganesh Nager Road,26.092391381334977,91.79410068019091,1.9989919807971255,67.76893793741861,1.695254638462881,60
way/44644278,,tertiary,,26.10191315,91.79747635000001,0.02062659831943319,66.66869354248047,0.0,2
way/44644279,,tertiary,,26.099748461394302,91.80078759650897,0.32989647375489534,65.9932181040446,2.027280265274576,12
way/44644280,,tertiary,,26.1020673,91.7972446,0.03708762122862196,68.3057149251302,6.860713270680973,3
way/44644341,,tertiary,pilingkata road,26.106224505322828,91.80136707545296,1.0407581521331515,63.52456908755832,1.8584019377605825,36
way/44644363,,tertiary,patarkuchi road,26.108630812702874,91.80681221444374,2.113621546451932,65.90242570241293,1.8221471099858146,60
way/44644445,,tertiary,Pir Azan Fakir Road,26.12313936210138,91.80222483429137,0.5909992794300443,58.880265008835565,1.3307807669290221,21
way/44644447,,tertiary,,26.123541991368647,91.79899936077564,0.060295214676035234,60.55893135070801,4.269106992937129,4
way/44644449,,tertiary,,26.12342052645026,91.79958779150266,0.164024303984047,59.942486899239675,1.4603073392227828,7
way/44644556,,primary,Kalaguru Bishnuprasad Rabha Flyover,26.149718062379904,91.78527651835383,0.6538612062621554,56.96094695381496,3.672591356010466,23
way/44644560,,primary,G.S. Road,26.16284285,91.77092475,0.053542105535519205,52.7605349222819,4.4591944279602815,3
way/44644633,,secondary,Lokhra-Lalganesh Road,26.137603684496366,91.73904685572091,4.972632368645221,55.01284249623617,1.0511378539619871,60
way/44645090,,tertiary,,26.248113876789517,91.78232980222491,0.06219928153372878,52.83497905731201,14.732927635805988,4
way/44645091,,tertiary,,26.247991300000002,91.7829322,0.06145796662677033,48.68243980407715,7.114288017740552,4
way/44645092,,tertiary,,26.240420109149053,91.81670775452218,7.14876924348648,54.92482827504476,1.1874340180876626,60
way/44645149,,tertiary,,26.248340049399435,91.76797330269865,2.8565934487451266,52.73900369008382,1.524979686664386,60
way/44645516,,tertiary,,26.243327649999998,91.75099775000001,0.03191728118820559,50.80712763468424,1.4292415883424012,3
way/44645517,,tertiary,,26.238371280694416,91.74497017715163,1.6619008586571595,55.20792669998972,5.22422521907882,57
way/44645518,,tertiary,,26.243805880746905,91.75277592628468,0.3438943842209373,51.85195570725661,3.294346106071568,13
way/44645573,,secondary,,26.288668391826604,91.7554744985472,17.986347722588516,40.52232233683268,0.7283211822122966,60
way/44645880,,tertiary,,26.223366774704285,91.71711599501654,2.0973853461532097,55.3585402170817,2.966356155793845,60
way/44768595,,primary,,26.124700993979854,91.8167229035044,1.6132029140746436,63.45832290649414,1.9973947778813,55
way/44768597,,primary,Kalaguru Bishnuprasad Rabha Flyover,26.149735322937133,91.78535148377547,0.6589600437634884,56.3265730816385,2.2288993105223827,23
way/44768600,,primary,,26.124684312453688,91.81653242222538,1.5864849127332674,63.53254374751338,1.842870615421053,54
way/44892570,NH17,trunk,,26.11814463797381,91.61463826216598,4.013911710633123,50.050137201944985,0.6778781821268743,60
way/44892580,NH17,trunk,,26.147064368016846,91.6465699623306,2.112667485867105,51.39269371032715,1.637764979373759,60
way/44898808,,tertiary,Pandu Kamakhya Road,26.169556115224434,91.69925085732652,3.0479313115562316,130.72750930786134,6.5103676188832695,60
way/44898849,,tertiary,Pandu Road,26.165379869068328,91.68933025832648,1.5676436625804333,56.313540917855725,1.3497485499772197,54
way/51188426,,primary_link,,26.179131050000002,91.81819205,0.05426183204588566,64.1896743774414,3.6040003830193124,3
way/51188427,,primary_link,,26.179126,91.81780175,0.03639976295103607,65.1526362101237,1.741950192036637,3
way/51188429,,primary,Noonmati Flyover,26.180353862456144,91.81688085438867,0.30459725123567943,59.26596641540527,1.6185209982197173,12
way/51188437,,secondary,B. Baruah Road,26.184333579148678,91.7567371277615,0.06588023498974493,55.75056266784668,1.8841866845615332,4
way/51188438,,primary,Maniram Dewan Road,26.183542430296878,91.78478733746323,3.7600797728491124,58.743432680765785,1.1048136618057673,60
way/51188439,,primary,,26.179085290450622,91.81798281518573,0.032846599807522234,65.38647715250652,0.27756557290839245,3
way/51188447,,primary,,26.18073329408371,91.74925005812051,0.3234851700251051,56.40875816345215,2.861661843550418,12
way/51188915,,secondary,,26.158419499161006,91.73617845866174,0.5260554944112779,55.196579581812806,1.9084804176551577,19
way/51188916,,tertiary,,26.148898315524747,91.73250914868194,0.7198894152644008,52.191667022705076,1.1894325609624534,25
way/51188917,,secondary,,26.133637890626698,91.7226506893587,6.026576786814184,55.463823000590004,0.7632535485500296,60
way/51188919,,secondary,Stadium Overbridge,26.18244466006767,91.75596897807904,0.36011761473918424,55.030944551740376,3.3473346716873014,14
way/51188920,,secondary,B. Baruah Road,26.177958997059772,91.75690985580049,0.6175836757447762,55.92192320390181,2.9952664199442816,22
way/51188921,,primary,,26.178779231164395,91.74857988220738,0.4397986118139213,55.35983657836914,2.888837624026415,16
way/51188922,,secondary,,26.16122693049834,91.74350064647328,0.71382204344628,54.56702239990234,3.004783107447882,25
way/51188926,,primary,,26.181194912220317,91.74578265457549,0.13401603733301504,56.05444145202637,2.1121290606903784,6
way/51188929,,tertiary,Hem Baruah Road,26.18494788395747,91.7408190981376,0.3797289555015152,61.18790544782366,0.9760558087207196,14
way/51188930,,tertiary,Ananda Ram Baruah Road,26.187392686000713,91.74621814542732,0.4078240141831278,58.19293390909831,3.7138837132969122,15
way/51188932,,tertiary,Motilal Nehru Road,26.1856990811369,91.74432530319515,0.594649336509592,59.17928459530785,3.2304041188856383,21
way/51188934,,tertiary,,26.18697990746036,91.74871445862436,0.2453057515135184,56.71595840454101,2.497186175581409,10
way/51189484,,tertiary,F.C. Road,26.19080434398239,91.75483934704435,0.4419569467343539,59.386667013168335,2.28733914641001,16
way/51189492,,tertiary,,26.16304379586513,91.74148713349673,0.9676450159151577,53.13543510437012,1.5488622427173102,34
way/51189498,,secondary,,26.163021163492907,91.73564007533007,1.1184351898528548,54.84617653871194,1.692375953710354,39
way/51252535,,secondary,,26.12313495,91.748469,0.02348258733833425,52.92917060852051,3.959060274532216,2
way/51252536,,secondary,Lokhra Road,26.111621646047634,91.74956614312609,0.013394200288524918,58.28240966796875,1.299013541596346,2
way/51252537,,tertiary,Dakhingaon Road,26.128935882217153,91.75851419028574,3.1695115444906388,58.47982718149821,1.7522085379200116,60
way/51252624,,secondary,Bhetapara Rd,26.114258200184757,91.78775104620064,0.6474575232622641,59.662243552829906,1.2822427601104769,23
way/51252625,,secondary,,26.11989105872692,91.78722105433253,0.6707601028450564,58.81124416987101,1.8928699587312539,24
way/51252626,,secondary,,26.12304495,91.78699685000001,0.027252038701058034,57.61172866821289,0.0,2
way/51252627,,secondary,Kahilipara Road,26.144393992159582,91.77052399249193,3.3147562068522785,60.40472628275553,1.3865159803590321,60
way/51252628,,tertiary,,26.146742396206943,91.75069306050202,2.0467042734045124,75.45266596476237,3.417446451241305,60
way/51252630,,secondary,Dr. RP Road,26.132556252586152,91.78594383639312,2.0911899633416042,56.50755545298259,1.4231504211561794,60
way/53216589,SH3,primary,,26.234392586562187,92.09118498442712,3.0662479577347503,55.99262097676595,1.7144169959234705,60
way/53216590,SH3B,primary,Chamata Mayang Road,26.16830140598724,92.02999995708622,8.20203089094899,60.98175328572591,1.1440506422586054,60
way/53216599,SH3B,primary,Chamata Mayang Road,26.20126265,92.02153135,0.13679397406681149,52.10382334391276,7.640351947705985,6
way/53216601,SH3B,primary,Chamata Mayang Road,26.21210201634278,92.0273202570009,2.762464984701596,56.719939549764,1.9057869509685055,60
way/53217184,,tertiary,,26.1049583818551,91.58980855728382,0.5511567744143384,49.87962646484375,1.3743020735283373,20
way/98720786,,primary,G.N.B Road,26.185168481723174,91.76161388134648,0.9213938970426692,56.44224011898041,1.72456697801161,32
way/98720787,,primary,M.G. Road,26.180375904561817,91.7359164326268,1.938853620611311,56.33271547953288,2.896577003014567,60
way/114812763,,primary,Bishnu Ram Mehdi Flyover,26.17568701454682,91.7563736209242,0.2585878115445511,57.08393592834473,5.5844206193395225,10
way/114812766,,tertiary,,26.174084827946682,91.73371550957853,0.5613322991017735,55.406948471069335,2.570024391943589,20
way/114812768,,tertiary,,26.17422207278803,91.75857713038516,0.28018058646854105,56.22195399891246,3.6764810630040032,11
way/114812771,,tertiary,,26.175762527763716,91.73877572215375,0.5204798956881782,56.52623809011359,3.9827405797555895,19
way/114812788,,primary,,26.1820589,91.74567535,0.05926377637103798,57.149828592936196,2.2129834394446926,3
way/114812790,,tertiary,,26.170351268245817,91.68377414774906,0.7365840437522271,53.68298163780799,1.771169924407383,26
way/114812791,,primary,Maligaon Flyover,26.15986291491626,91.70548555999262,2.3250398976365894,62.46640148162842,1.9219503449518955,60
way/120130506,,tertiary,Kalaguru Bishnu Rabha Path / Hockey Stadium Rd,26.120647530890373,91.77640230157616,2.2207460426612182,56.290913073221844,1.3220504490648213,60
way/120130535,,tertiary,Bishnu Rabha Path,26.120970589667216,91.79419438158682,1.058463654217405,60.473835816254486,2.523076234008012,37
way/120487460,,tertiary,Jayanagar Road,26.121082786341688,91.80579782981992,1.5551877298017978,59.53777860245615,1.2051769874562828,53
way/121380522,,tertiary_link,,26.122897799999997,91.80405999999999,0.009311665604265405,59.63397216796875,15.279267487751206,2
way/122008081,,secondary,Zoo Road Flyover,26.16871899681608,91.77873339353134,1.97158179596826,53.71350727081299,1.858473551260389,60
way/122008093,,tertiary,Railway Colony Road,26.178222043828953,91.7843322401834,1.248948740037549,57.41117078204488,1.754343969133794,43
way/122008098,,tertiary,,26.129077516243303,91.77846276490867,1.6313436457304091,56.31828110558646,2.141853404006915,56
way/122008106,,tertiary,,26.155555293015617,91.77699278864765,2.3897755129235034,58.96162357330322,2.2979230346368853,60
way/122008126,,secondary,Guwahati Medical College Road,26.16320855,91.76761425000001,0.008308855646798511,55.273223876953125,4.612672990999478,2
way/122009488,,tertiary,,26.187985357524312,91.80151831792035,1.049774612189805,68.33274534013536,2.9804276351832413,36
way/122026615,,tertiary,,26.131059521325867,91.69407043676185,3.2728291741613433,65.18730659484864,2.6312811977803583,60
way/122026617,,tertiary,,26.154013640970607,91.6919533626023,1.4335871292492193,51.336760151142975,1.1730924785916963,49
way/122026632,,tertiary,,26.153907784151468,91.70353769305787,0.20174392130513835,54.98126268386841,2.1733674800188454,8
way/122026634,,tertiary,,26.157755643096195,91.7018664980196,0.3461808463855565,58.176473764272835,2.6597835279163737,13
way/122026653,,tertiary,,26.151256068269902,91.70017504804525,0.8701874494742872,53.65135020594443,1.4495407247197651,31
way/122026677,,tertiary,,26.154746975833895,91.69649822769217,0.9471636151367147,54.11223278623639,2.174230337112608,33
way/122026680,,tertiary,,26.142262461447114,91.68121952163689,1.9746042841854319,55.192831166585286,2.359689613518855,60
way/122026724,,tertiary,,26.14853501186356,91.68762479126379,0.3884229948773429,52.55818830217634,2.1920101280853164,14
way/122026748,,tertiary,,26.155956306841457,91.70370473078877,0.4020315806345869,55.38452962239583,1.0202159018653167,15
way/122026781,,tertiary,,26.15026944328588,91.6957987601892,0.11477752229924931,52.927693939208986,0.8938179883126477,5
way/122027964,,tertiary,Ariz Path,26.18623211437943,91.75695755325705,0.23140121530143312,53.65289772881402,1.5773021001933323,9
way/122027969,,tertiary,CK Agarwala Road,26.187113719022097,91.75568930959369,0.19261603065180538,55.2513861656189,1.7430222462022953,8
way/122027972,,primary,,26.188999302310606,91.75013879855445,0.13727648216547708,58.967515309651695,9.864057597887536,6
way/122030738,,tertiary,,26.12038654697553,91.78792660287654,0.15085580725289546,58.91712461199079,0.8917673767472141,7
way/122030739,,tertiary,Hengerabari Rd,26.14933021741674,91.78788990178145,0.2663432749663784,56.449799346923825,2.6736321028065286,10
way/122030746,,tertiary,,26.15001165,91.78910239999999,0.02060712779838505,54.80912399291992,1.5800701711314094,2
way/122030750,,tertiary,,26.12044835,91.7888968,0.019983386361323602,58.43450927734375,0.0,2
way/122030754,,primary_link,,26.150761757064917,91.78404242826578,0.3529246057330885,56.424175849327675,2.887781152792737,13
way/122030766,,tertiary,,26.163278786975457,91.75218786687692,0.9838822847113222,53.67237180822036,2.121476277195518,34
way/122030770,,tertiary,Hengerabari Road,26.15093625588708,91.79084991893345,0.3857700448603373,55.97285079956055,2.887318781525525,14
way/122031554,,secondary,Lal Ganesh Road,26.139408690803744,91.74986015008598,1.779370626710252,57.0528450012207,1.3890798852544337,60
way/123891692,,tertiary,,26.120302602160983,91.6011331000202,4.200164354107163,48.86323719024658,0.6861653816267601,60
way/123891693,,tertiary,,26.18751532095367,91.56176083383815,2.802569006719032,49.87261486053467,1.4612926823003654,60
way/123891695,,tertiary,,26.12163358335762,91.68959716820332,1.500736179622329,53.651831773611214,1.7361454779314476,52
way/123891706,,secondary,,26.20358194135057,91.73635774523072,1.464897077914289,56.67269279479981,2.317851728523618,50
way/123891708,,secondary,,26.1331237697983,91.57391817417856,6.9419234542500154,50.55260779062907,0.6268289509097256,60
way/123891709,,tertiary,,26.21297557572841,91.7290178,2.974340067702812,55.43887526194255,1.9187970053839505,60
way/123891716,,tertiary,,26.108504577343847,91.60622736404645,2.391972744912998,51.50902061462402,1.2978002656283099,60
way/129101834,,tertiary,,26.183509164909164,91.74701444596907,0.1867975158206148,54.46450328826904,1.5500257035095275,8
way/135461184,,trunk_link,,26.157491575575946,91.6739027215671,0.03914912390598501,51.09007263183594,1.7910757721329906,3
way/144197013,,tertiary,Lamb Road,26.187987432768086,91.75444834193215,0.6320165996337153,56.18608043504798,1.6325610190223578,23
way/144197014,,tertiary,Bhuban Road,26.191330774181296,91.75305396880913,0.7045856114528799,59.32707138061524,2.11316070589138,25
way/144357674,,primary,Tayabulla Road,26.18767374143265,91.75197098215087,0.4630741470489124,56.57449946683996,3.290866515093275,17
way/157584895,,primary,,26.18301068354024,91.7455239171954,0.14921239917813234,56.20013745625814,3.081943232044609,6
way/157584897,,primary,,26.189412602226106,91.75017994210131,0.027946827010123833,60.531599044799805,2.0528229922667207,2
way/157584898,,primary,,26.183572404815084,91.73803715229106,1.2179611215616875,56.40361940293085,3.1522167561258096,42
way/157586072,,tertiary,,26.165774601224744,91.71364347562118,2.694986999468911,141.29782638549804,6.678279316482053,60
way/157587544,,tertiary,,26.178340714972244,91.74033095891846,0.533543198964486,56.601612291837995,4.559708127748916,19
way/157587547,,secondary,,26.16827713869992,91.7511269154532,0.8147931396996746,54.014471251389075,1.512981968415859,29
way/157587548,,tertiary,,26.179071676166803,91.73668624701202,0.5671069858886879,55.71842880249024,2.8014774623155576,20
way/157587549,,tertiary,,26.18207233769149,91.74312965089317,0.532542806362322,59.31508014076635,3.7435096420906038,19
way/158014340,,secondary,,26.000998500450414,91.54145022738474,12.692361171097428,78.81156260172526,2.010753849032044,60
way/158014341,,secondary,Dharapur-Palashbari Road,26.138315290474715,91.61752900824457,2.1264896203340062,51.466421381632486,1.6982551161265114,60
way/221491270,,tertiary,,26.23732142478886,91.66623115638748,3.5053996638490252,53.16152432759603,1.5308040806533323,60
way/222980003,,tertiary,Beltola College Road,26.116143503034152,91.79450891336748,0.8194578685342447,61.55429524388806,2.63398340791485,29
way/224011410,NH27,trunk,,26.120342984565337,91.69275435767891,2.183150555873081,52.16317272186279,1.4851049378962988,60
way/224011411,NH27,trunk,,26.11129635420824,91.7619101962934,0.7355391071950508,57.12207163297213,1.177034436342114,26
way/224011412,NH27,trunk,Basistha Chariali Flyover,26.112609043891016,91.80014370608332,1.4462440381211858,61.97393165588379,1.6575524187263613,50
way/224011413,NH27,trunk,,26.115555999999998,91.719367,0.03777571896679177,50.61631774902344,1.8275699940579404,3
way/224011414,NH27,trunk,,26.11143845,91.791498,0.04674525333142701,60.90538533528646,0.7581068024823984,3
way/224011415,NH27,trunk,,26.1115474,91.79150065,0.046853755314864756,61.25620651245117,0.06984676415822676,3
way/224011416,NH27,trunk,,26.13792280350339,91.67441332065715,4.00535909299358,50.715960311889646,0.7180946394480318,60
way/224011418,NH27,trunk,Flyover,26.115673658950794,91.70912858431504,1.1313348834472878,52.16210233248197,1.624650472858428,39
way/224011420,,tertiary,,26.126884231386867,91.67911794924684,0.953659435648398,51.81104475079161,1.4628350350336117,33
way/224011421,,tertiary,,26.11172725,91.79144905000001,0.03196443615027184,61.25620651245117,0.102381772443187,3
way/224011422,,trunk_link,,26.11562578976745,91.72016560020171,0.08225561792045903,51.35078430175781,1.178795671651322,4
way/224011423,,trunk_link,,26.11438790162998,91.72631625100966,0.0645438489306254,50.85958957672119,1.3116107175273382,4
way/224011425,,tertiary,,26.11208766461256,91.74045293162418,0.3933770275625851,55.94444096883138,2.416331976917809,15
way/224011427,,tertiary,,26.108007140409708,91.71972000020683,1.6330654020625122,51.746247972760884,1.061530710430544,56
way/224011428,,tertiary,,26.114792767597454,91.72483496975433,1.0750796705457013,51.37747522302576,1.0490274235406072,37
way/224011429,,tertiary,,26.14595612048695,91.67756345231305,2.209329290645437,50.51380449930827,1.4046747724669395,60
way/224013298,SH3,primary,,26.252364353663555,92.06826002082587,3.2665950835343596,55.4884152730306,1.6884080403408663,60
way/224013299,SH3,primary,,26.23394308179849,91.91586952075633,10.690702756102592,59.11411247253418,1.3662218246292148,60
way/224013300,SH3,primary,,26.244021679703824,91.9577432132408,0.24795049024795196,50.314665985107425,4.744815924373278,10
way/226284064,NH6,trunk,,26.041989,91.867562,0.11755995597109475,59.48621520996094,7.670890560996303,5
way/226284066,,tertiary,,26.027888195351412,91.84670098310964,6.70243031135886,74.09758154551189,3.223183281322492,60
way/227894212,SH9,primary,,26.285870910800675,91.50516313231476,0.8752087574909853,48.25480233469317,1.9462919644896493,31
way/228275670,,tertiary,,26.284149047268265,91.68150039146036,2.689231293232508,52.10753974914551,1.3524175437573849,60
way/228275680,,tertiary,,26.267305597006487,91.67987864231853,4.297187230366031,51.36932163238525,1.006187550545704,60
way/228549920,NH427,trunk,,26.23100823719399,91.60445648739336,4.87632025191976,51.032891782124835,1.08028564281475,60
way/228880401,NH17,trunk,,26.093057224204138,91.4912633370282,5.094145956410098,15.237433052062988,0.6309579753047073,60
way/228880405,,tertiary,,26.05375828367921,91.55753551115436,6.645066275508271,51.545948092142744,0.6360059191629347,60
way/228880406,,tertiary,,26.069958126874038,91.56129303081298,0.30728895520328997,48.22237173716227,1.1654189075982906,12
way/253663171,NH427,trunk,,26.24531415,91.5877842,0.07663764846399765,47.876155853271484,9.048934162301343,4
way/253663174,NH427,trunk,,26.265269500000002,91.5152756,0.09509777285372546,45.889697265625,3.526496888927168,5
way/253663184,NH427,trunk,,26.25402793675845,91.54602215597775,8.844733720941777,50.922913487752275,0.6512439403866339,60
way/261074438,,tertiary,fatashil ambari road,26.168220894207987,91.73676497236238,1.062207754632188,54.54853593980944,2.664446931270151,37
way/261074442,,tertiary,ASEB Road,26.16760068108446,91.7596563087949,1.2023835032480226,53.263793763660246,2.130401562465849,42
way/261074444,,tertiary,,26.1634880909462,91.68459023822604,1.1221585160365175,52.17067170754457,1.5682342183377105,39
way/261074445,,tertiary,,26.17097413219426,91.74111932198525,1.198863604515124,54.75782310671923,2.9645975463222216,41
way/261074446,,tertiary,,26.17776909205396,91.74104651890347,0.11869781931093666,57.45746002197266,2.294048001489553,5
way/261074447,,tertiary,,26.170378832484335,91.73121138321817,0.6159405992177408,55.94838107715953,4.914133113881244,22
way/261074449,,tertiary,,26.18453315938648,91.7495444832888,0.32167162583805503,54.93976624806722,1.7005694654447616,12
way/261074451,,tertiary,,26.168387886204595,91.67716237074977,1.0499222742273349,53.516516261630585,1.649700687252409,36
way/261074453,,tertiary,,26.128318662296582,91.7793885297401,0.7364371199703905,55.60115931584285,1.5777732861635791,26
way/261074454,,tertiary,A T Road,26.178797733358106,91.74331162877036,0.617514778544142,57.35939112576571,4.213235568828845,22
way/261074456,,tertiary,,26.18270815,91.7475938,0.08559946007135712,53.52779960632324,0.9189007324017506,4
way/261078158,,tertiary,,26.19219328037111,91.78516788422381,1.5736311929885927,82.43301391601562,4.014428564269305,54
way/262982732,,secondary,Rajgarh Road,26.176793738662013,91.77338731079104,0.7564790265635811,54.78194498132776,1.6705493771055149,27
way/262982735,,secondary,Rajgarh Link Road,26.180050776994474,91.77484168771495,0.1393310957002435,57.6797784169515,3.1441570938914647,6
way/262982742,,secondary,Radha Gobinda Baruah Road,26.185198690233264,91.77489997780332,0.13206292774571857,59.58429463704427,2.964145636487366,6
way/284799028,NH427,trunk,,26.21466218484594,91.63508243085136,3.2108244106786774,51.87172304789225,1.2061751694829759,60
way/284799029,NH427,trunk,,26.269360587427094,91.51300441494502,1.0093698339046755,51.20824770246233,2.617837429543921,35
way/284799032,SH41,primary,,26.238563780658055,91.5312704299693,1.3368143367646739,52.65045812855596,1.6629455955282761,46
way/289680936,,tertiary,Ajanta Path,26.129365545277913,91.79088450418479,0.9017350606926523,58.61822819709778,1.9281029160618088,32
way/324171520,,tertiary,Kamarpur Bhaktagaon Road,26.212569591644865,92.05033965690107,4.976745384602572,55.1810936609904,1.314263900012464,60
way/324171522,,tertiary,,26.227828525768956,92.10477160243954,0.9517732838150189,58.265084931344695,1.5286360522322888,33
way/324171524,SH3,primary,,26.204797976196446,92.19974924890303,6.884332147499921,30.763068135579427,0.8447720751007685,60
way/367630023,,secondary,Chandmari Railway Flyover,26.18290791948907,91.77545219989301,0.42518885665615114,57.426427602767944,2.305009701010604,16
way/386384620,NH27,trunk,,26.190006149575343,91.67104970525817,0.05482040292570516,50.91517893473307,0.2571092491987252,3
way/386384629,NH27,trunk,,26.20992216012112,91.68863785688092,7.020431738820321,54.859760475158694,1.146642745431687,60
way/386384631,NH27,trunk,,26.23542997445144,91.68874601436104,0.1421305183119335,53.850613276163735,1.8694819683043966,6
way/386384633,NH27,trunk,,26.262900152432035,91.69668565243204,6.223401828023339,51.41246662139893,0.6259983665282053,60
way/386384634,NH27,trunk,,26.26290323709291,91.69656856352142,6.226135062826881,51.065310859680174,0.6114800847812872,60
way/386384636,NH27,trunk,,26.20940439363655,91.6881477227237,7.190272192066866,53.78900140126546,0.5220335753209927,60
way/386384637,NH27,trunk,,26.186585196504744,91.67133922536182,0.7097148699727035,55.512037200927736,1.273978968277455,25
way/386390124,NH27,trunk,,26.125453882573954,92.22642852644684,11.81177638119496,16.117401568094888,0.35205010860091407,60
way/386390125,NH27,trunk,,26.125385192208576,92.22622083722983,11.727537950009152,16.125915908813475,0.34708166280483443,60
way/386390129,NH27,trunk,NH37,26.11847642116578,91.98167390355748,0.7503292510534717,58.32543464943215,2.027735883379905,27
way/386390130,NH27,trunk,NH37,26.118872326188086,91.9818423205894,0.7176121112897288,59.18977874755859,1.6803893784097612,25
way/386390131,NH27,trunk,Khanapara Flyover,26.11978170329631,91.82483176042838,0.10163116399599607,68.41757507324219,0.42215956706610464,5
way/386390132,NH27,trunk,NH37,26.11906465,91.98598344999999,0.15903330272624341,54.76105063302176,3.4086649183874673,7
way/386390133,NH27,trunk,,26.11928015,91.98602034999999,0.15763782054817896,56.82537405831473,5.829510937975825,7
way/386390134,NH27,trunk,NH37,26.120187,91.97796765,0.17485917460597591,54.61467470441546,4.149897183004431,7
way/386390135,NH27,trunk,NH37,26.120297100000002,91.97819365000001,0.17309064329297036,55.74768556867327,5.293011692798895,7
way/386390136,NH27,trunk,NH37,26.105388310176185,91.85598805866557,4.64967236665302,119.979576365153,1.6027107828496574,60
way/386390138,NH27,trunk,Khanapara Flyover,26.11928803871739,91.82182248124363,0.5151788338471207,68.79821215177837,2.3360060528624134,19
way/386390139,NH27,trunk,NH37,26.09945075358778,91.8760711697198,0.1372858819279105,80.98188654581706,1.084561145809634,6
